County Name,Precinct Name,Precinct Code,Region Name,Media Market,Registered Voters,Total Voters,Turnout Percentage,James Jerome Bell (WI)*,Michael Bickelmeyer (WI)*,Darrell L. Castle (WI)*,Hillary Clinton (D),Richard Duncan,Cherunda Fox (WI)*,Ben Hartnell (WI)*,Tom Hoefling (WI)*,Bruce E. Jaynes (WI)*,Gary Johnson,Chris Keniston (WI)*,Barry Kirschner (WI)*,Laurence Kotlikoff (WI)*,Joseph Maldonado (WI)*,Michael Andrew Maturen (WI)*,Evan McMullin (WI)*,Monica Moorehead (WI)*,Joe Schriner (WI)*,Mike Smith (WI)*,Jill Stein (G),Josiah R. Stroh (WI)*,Douglas W. Thomson (WI)*,Donald J. Trump (R)
Adams,BRATTON TOWNSHIP,AAA,Southwest,Cincinnati,923,661,71.61%,0,0,0,96,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,532
Adams,BRUSH CREEK TOWNSHIP,AAB,Southwest,Cincinnati,768,514,66.93%,0,0,0,95,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,390
Adams,LOCUST GROVE,AAD,Southwest,Cincinnati,684,522,76.32%,0,0,0,94,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,408
Adams,GREEN TOWNSHIP,AAE,Southwest,Cincinnati,409,259,63.33%,0,0,0,76,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,176
Adams,JEFFERSON TOWNSHIP,AAG,Southwest,Cincinnati,537,351,65.36%,0,0,0,73,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,258
Adams,LIBERTY SOUTH,AAI,Southwest,Cincinnati,729,511,70.10%,0,0,0,87,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,394
Adams,MANCHESTER UNITED TOWNSHIP,AAK,Southwest,Cincinnati,"1,163",643,55.29%,0,0,0,194,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,414
Adams,MEIGS TOWNSHIP,AAN,Southwest,Cincinnati,"1,209",821,67.91%,0,0,0,131,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,653
Adams,PEEBLES EAST,AAP,Southwest,Cincinnati,550,337,61.27%,0,0,0,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,250
Adams,PEEBLES WEST,AAQ,Southwest,Cincinnati,554,354,63.90%,0,0,0,86,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,243
Adams,MONROE TOWNSHIP,AAR,Southwest,Cincinnati,432,291,67.36%,0,0,0,71,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,206
Adams,OLIVER TOWNSHIP,AAS,Southwest,Cincinnati,643,445,69.21%,0,0,0,78,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,340
Adams,SCOTT TOWNSHIP,AAT,Southwest,Cincinnati,701,555,79.17%,0,0,0,86,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,453
Adams,SEAMAN VILLAGE,AAU,Southwest,Cincinnati,607,371,61.12%,0,0,0,66,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,291
Adams,SPRIGG TOWNSHIP,AAW,Southwest,Cincinnati,"1,111",789,71.02%,0,0,0,155,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,583
Adams,TIFFIN EAST,AAY,Southwest,Cincinnati,725,545,75.17%,0,0,0,111,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,399
Adams,TIFFIN WEST,AAZ,Southwest,Cincinnati,720,515,71.53%,0,0,0,106,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,386
Adams,WEST UNION A,ABA,Southwest,Cincinnati,879,567,64.51%,0,0,0,164,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,350
Adams,WEST UNION B,ABC,Southwest,Cincinnati,873,528,60.48%,0,0,0,150,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,344
Adams,WAYNE TOWNSHIP,ABE,Southwest,Cincinnati,830,591,71.20%,0,0,0,75,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,490
Adams,WINCHESTER TOWNSHIP,ABG,Southwest,Cincinnati,758,591,77.97%,0,0,0,99,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,464
Adams,WINCHESTER VILLAGE,ABH,Southwest,Cincinnati,635,434,68.35%,0,0,0,72,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,345
Adams,LIBERTY NORTH,ABI,Southwest,Cincinnati,505,388,76.83%,0,0,0,81,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,290
Allen,DELPHOS 1A,AAA,West,Lima,757,540,71.33%,0,0,0,124,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,385
Allen,DELPHOS 1B,AAC,West,Lima,593,478,80.61%,0,0,0,105,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,351
Allen,DELPHOS 2A,AAE,West,Lima,803,512,63.76%,0,0,0,119,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,350
Allen,DELPHOS 2B,AAG,West,Lima,415,226,54.46%,0,0,0,38,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,167
Allen,LIMA 1A,AAH,West,Lima,990,601,60.71%,0,0,0,260,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,2,0,0,294
Allen,LIMA 1B,AAJ,West,Lima,965,568,58.86%,0,0,0,199,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,328
Allen,LIMA 1C,AAK,West,Lima,927,447,48.22%,0,0,0,202,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,204
Allen,LIMA 2A,AAO,West,Lima,"1,103",649,58.84%,0,0,0,265,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,333
Allen,LIMA 2B,AAP,West,Lima,"1,051",704,66.98%,0,0,0,267,2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,393
Allen,LIMA 2C,AAQ,West,Lima,"1,048",672,64.12%,0,0,0,247,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,385
Allen,LIMA 3A,AAW,West,Lima,"1,006",469,46.62%,0,0,0,269,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,163
Allen,LIMA 3B,AAX,West,Lima,"1,002",332,33.13%,0,0,0,199,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,111
Allen,LIMA 3C,AAY,West,Lima,956,468,48.95%,0,0,0,195,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,245
Allen,LIMA 4A,ABE,West,Lima,900,705,78.33%,0,0,0,253,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,8,0,0,399
Allen,LIMA 4B,ABF,West,Lima,888,466,52.48%,0,0,0,261,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,177
Allen,LIMA 4C,ABH,West,Lima,755,480,63.58%,0,0,0,170,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,283
Allen,LIMA 4D,ABI,West,Lima,946,697,73.68%,0,0,0,294,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,10,0,0,351
Allen,LIMA 5A,ABP,West,Lima,701,281,40.09%,0,0,0,159,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,110
Allen,LIMA 5B,ABQ,West,Lima,776,291,37.50%,0,0,0,212,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,65
Allen,LIMA 5C,ABR,West,Lima,787,389,49.43%,0,0,0,316,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,51
Allen,LIMA 5D,ABT,West,Lima,800,421,52.63%,0,0,0,244,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,149
Allen,LIMA 6A,ABW,West,Lima,"1,033",533,51.60%,0,0,0,300,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,192
Allen,LIMA 6B,ABX,West,Lima,"1,030",490,47.57%,0,0,0,306,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,148
Allen,LIMA 6C,ABZ,West,Lima,"1,093",486,44.46%,0,0,0,433,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,30
Allen,LIMA 7A,ACD,West,Lima,"1,114",717,64.36%,0,0,0,318,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,361
Allen,LIMA 7B,ACE,West,Lima,997,619,62.09%,0,0,0,244,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,324
Allen,LIMA 7C,ACG,West,Lima,"1,003",703,70.09%,0,0,0,254,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,397
Allen,AMANDA E,ACT,West,Lima,962,778,80.87%,0,0,0,115,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,0,621
Allen,AMANDA N,ACU,West,Lima,501,405,80.84%,0,0,0,56,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,329
Allen,AMERICAN A,ACW,West,Lima,764,601,78.66%,0,0,0,100,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,469
Allen,AMERICAN B,ACX,West,Lima,751,514,68.44%,0,0,0,149,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,2,0,0,328
Allen,AMERICAN C,ACY,West,Lima,737,505,68.52%,0,0,0,132,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,343
Allen,AMERICAN D,ACZ,West,Lima,805,474,58.88%,0,0,0,268,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,187
Allen,AMERICAN E,ADA,West,Lima,707,440,62.23%,0,0,0,155,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,260
Allen,AMERICAN F,ADB,West,Lima,573,462,80.63%,0,0,0,146,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,293
Allen,AMERICAN G,ADC,West,Lima,872,648,74.31%,0,0,0,126,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,487
Allen,AMERICAN H,ADD,West,Lima,777,629,80.95%,0,0,0,132,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,452
Allen,AMERICAN I,ADE,West,Lima,686,553,80.61%,0,0,0,100,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,416
Allen,AMERICAN J,ADF,West,Lima,728,573,78.71%,0,0,0,118,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,421
Allen,AMERICAN K,ADG,West,Lima,735,500,68.03%,0,0,0,149,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,313
Allen,AMERICAN L,ADI,West,Lima,714,515,72.13%,0,0,0,175,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2,0,0,303
Allen,ELIDA A,ADQ,West,Lima,673,508,75.48%,0,0,0,100,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,378
Allen,ELIDA B,ADR,West,Lima,672,563,83.78%,0,0,0,104,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,428
Allen,AUGLAIZE A,ADT,West,Lima,689,535,77.65%,0,0,0,78,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,434
Allen,HARROD,ADU,West,Lima,268,190,70.90%,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,162
Allen,AUGLAIZE B,ADW,West,Lima,878,693,78.93%,0,0,0,115,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,530
Allen,BATH A,ADY,West,Lima,653,508,77.79%,0,0,0,92,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,389
Allen,BATH B,ADZ,West,Lima,737,594,80.60%,0,0,0,90,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,477
Allen,BATH C,AEA,West,Lima,594,467,78.62%,0,0,0,66,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,366
Allen,BATH D,AEB,West,Lima,759,507,66.80%,0,0,0,81,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,396
Allen,BATH E,AEC,West,Lima,744,360,48.39%,0,0,0,115,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,218
Allen,BATH F,AED,West,Lima,625,499,79.84%,0,0,0,91,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,380
Allen,BATH G,AEE,West,Lima,843,649,76.99%,0,0,0,176,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,431
Allen,BATH H,AEF,West,Lima,750,609,81.20%,0,0,0,144,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,430
Allen,BATH I,AEG,West,Lima,731,444,60.74%,0,0,0,101,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,312
Allen,JACKSON A,AEN,West,Lima,974,826,84.80%,0,0,0,103,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,679
Allen,LAFAYETTE,AEO,West,Lima,231,166,71.86%,0,0,0,26,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,131
Allen,JACKSON B,AEQ,West,Lima,967,763,78.90%,0,0,0,90,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,639
Allen,MARION A,AES,West,Lima,967,757,78.28%,0,0,0,102,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,615
Allen,MARION B,AET,West,Lima,875,738,84.34%,0,0,0,116,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,580
Allen,CAIRO,AEW,West,Lima,344,250,72.67%,0,0,0,57,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,181
Allen,MONROE E,AEX,West,Lima,600,479,79.83%,0,0,0,45,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,416
Allen,MONROE W,AEY,West,Lima,538,427,79.37%,0,0,0,47,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,356
Allen,PERRY C,AEZ,West,Lima,797,624,78.29%,0,0,0,89,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,491
Allen,PERRY A,AFB,West,Lima,769,546,71.00%,0,0,0,133,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,365
Allen,PERRY B,AFC,West,Lima,705,407,57.73%,0,0,0,130,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,252
Allen,BEAVERDAM,AFE,West,Lima,231,147,63.64%,0,0,0,12,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,121
Allen,RICHLAND A,AFF,West,Lima,684,549,80.26%,0,0,0,114,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,391
Allen,RICHLAND B,AFG,West,Lima,702,565,80.48%,0,0,0,105,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,427
Allen,BLUFFTON A,AFI,West,Lima,849,713,83.98%,0,0,0,277,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,392
Allen,BLUFFTON B,AFJ,West,Lima,825,612,74.18%,0,0,0,244,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,319
Allen,BLUFFTON C,AFK,West,Lima,791,608,76.86%,0,0,0,172,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,381
Allen,SHAWNEE A,AFN,West,Lima,733,583,79.54%,0,0,0,130,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,418
Allen,SHAWNEE B,AFO,West,Lima,700,550,78.57%,0,0,0,149,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,367
Allen,SHAWNEE C,AFP,West,Lima,662,449,67.82%,0,0,0,99,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,322
Allen,SHAWNEE D,AFQ,West,Lima,719,548,76.22%,0,0,0,130,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,379
Allen,SHAWNEE E,AFR,West,Lima,703,527,74.96%,0,0,0,141,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,356
Allen,SHAWNEE F,AFS,West,Lima,805,644,80.00%,0,0,0,177,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,440
Allen,SHAWNEE G,AFT,West,Lima,786,623,79.26%,0,0,0,138,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,455
Allen,SHAWNEE H,AFU,West,Lima,746,579,77.61%,0,0,0,124,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,10,0,0,400
Allen,SHAWNEE I,AFV,West,Lima,742,596,80.32%,0,0,0,114,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,450
Allen,SHAWNEE J,AGB,West,Lima,843,660,78.29%,0,0,0,161,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,444
Allen,SHAWNEE K,AGC,West,Lima,840,613,72.98%,0,0,0,135,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,430
Allen,SHAWNEE L,AGD,West,Lima,802,545,67.96%,0,0,0,105,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,413
Allen,SPENCER A,AGI,West,Lima,563,431,76.55%,0,0,0,58,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,355
Allen,SPENCERVILLE A,AGK,West,Lima,691,450,65.12%,0,0,0,60,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,351
Allen,SPENCERVILLE B,AGL,West,Lima,636,426,66.98%,0,0,0,62,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,336
Allen,SUGAR CREEK,AGN,West,Lima,867,667,76.93%,0,0,0,100,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,536
Ashland,ASHLAND CITY 1-A,AAA,Northeast,Cleveland,900,718,79.78%,0,0,0,210,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,467
Ashland,ASHLAND CITY 1-B,AAB,Northeast,Cleveland,642,394,61.37%,0,0,0,141,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0,203
Ashland,ASHLAND CITY 1-C,AAC,Northeast,Cleveland,557,439,78.82%,0,0,0,114,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,279
Ashland,ASHLAND CITY 1-D,AAD,Northeast,Cleveland,"1,060",784,73.96%,0,0,0,209,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,531
Ashland,ASHLAND CITY 1-E,AAF,Northeast,Cleveland,660,543,82.27%,0,0,0,109,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2,0,0,379
Ashland,ASHLAND CITY 2-A,AAG,Northeast,Cleveland,"1,019",696,68.30%,0,0,0,161,4,0,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,470
Ashland,ASHLAND CITY 2-B,AAH,Northeast,Cleveland,795,447,56.23%,0,0,0,131,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,263
Ashland,ASHLAND CITY 2-C,AAI,Northeast,Cleveland,488,369,75.61%,0,0,0,111,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,228
Ashland,ASHLAND CITY 2-D,AAJ,Northeast,Cleveland,987,729,73.86%,0,0,0,195,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,462
Ashland,ASHLAND CITY 3-A,AAQ,Northeast,Cleveland,780,508,65.13%,0,0,0,161,8,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,301
Ashland,ASHLAND CITY 3-B,AAS,Northeast,Cleveland,"1,025",766,74.73%,0,0,0,244,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,458
Ashland,ASHLAND CITY 3-C,AAU,Northeast,Cleveland,876,673,76.83%,0,0,0,196,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,424
Ashland,ASHLAND CITY 3-D,AAV,Northeast,Cleveland,687,318,46.29%,0,0,0,101,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,194
Ashland,ASHLAND CITY 4-A,AAZ,Northeast,Cleveland,902,492,54.55%,0,0,0,128,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,317
Ashland,ASHLAND CITY 4-B,ABB,Northeast,Cleveland,697,337,48.35%,0,0,0,105,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,201
Ashland,ASHLAND CITY 4-C,ABC,Northeast,Cleveland,632,343,54.27%,0,0,0,95,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,219
Ashland,ASHLAND CITY 4-D,ABD,Northeast,Cleveland,386,209,54.15%,0,0,0,52,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,143
Ashland,CLEAR CREEK 1,ABG,Northeast,Cleveland,590,416,70.51%,0,0,0,68,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,319
Ashland,GREEN 1,ABI,Northeast,Cleveland,"1,124",765,68.06%,0,0,0,183,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,531
Ashland,GREEN 2,ABJ,Northeast,Cleveland,583,431,73.93%,0,0,0,83,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,316
Ashland,HANOVER,ABN,Northeast,Cleveland,642,468,72.90%,0,0,0,117,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,314
Ashland,LOUDONVILLE 1,ABO,Northeast,Cleveland,"1,344",923,68.68%,0,0,0,240,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,9,0,0,610
Ashland,LOUDONVILLE 2,ABP,Northeast,Cleveland,542,353,65.13%,0,0,0,98,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,231
Ashland,JACKSON 1,ABS,Northeast,Cleveland,"1,050",727,69.24%,0,0,0,197,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,474
Ashland,JACKSON 2,ABT,Northeast,Cleveland,"1,283",932,72.64%,0,0,0,181,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,704
Ashland,LAKE,ABV,Northeast,Cleveland,452,327,72.35%,0,0,0,68,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,224
Ashland,MILTON 1,ABZ,Northeast,Cleveland,"1,097",849,77.39%,0,0,0,153,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,648
Ashland,MILTON 3,ACA,Northeast,Cleveland,541,405,74.86%,0,0,0,65,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,321
Ashland,JEROMESVILLE,ACB,Northeast,Cleveland,356,230,64.61%,0,0,0,62,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,154
Ashland,MOHICAN,ACC,Northeast,Cleveland,"1,035",806,77.87%,0,0,0,146,13,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,587
Ashland,MONTGOMERY 1,ACE,Northeast,Cleveland,629,529,84.10%,0,0,0,96,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,400
Ashland,MONTGOMERY 2,ACF,Northeast,Cleveland,883,669,75.76%,0,0,0,126,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,486
Ashland,MONTGOMERY 3,ACH,Northeast,Cleveland,549,416,75.77%,0,0,0,60,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,329
Ashland,ORANGE 1,ACI,Northeast,Cleveland,"1,090",803,73.67%,0,0,0,167,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,585
Ashland,ORANGE 2,ACJ,Northeast,Cleveland,617,466,75.53%,0,0,0,81,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,349
Ashland,PERRY,ACM,Northeast,Cleveland,"1,290",959,74.34%,0,0,0,170,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,743
Ashland,RUGGLES,ACN,Northeast,Cleveland,634,461,72.71%,0,0,0,93,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,342
Ashland,SULLIVAN 1,ACO,Northeast,Cleveland,884,601,67.99%,0,0,0,115,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,453
Ashland,SULLIVAN 2,ACP,Northeast,Cleveland,744,483,64.92%,0,0,0,120,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,331
Ashland,TROY,ACQ,Northeast,Cleveland,802,600,74.81%,0,0,0,110,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,443
Ashland,VERMILLION 1,ACS,Northeast,Cleveland,855,639,74.74%,0,0,0,131,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,470
Ashland,VERMILLION 2,ACT,Northeast,Cleveland,518,407,78.57%,0,0,0,71,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,306
Ashland,VERMILLION 3,ACU,Northeast,Cleveland,584,427,73.12%,0,0,0,62,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,328
Ashland,MIFFLIN,ACV,Northeast,Cleveland,929,699,75.24%,0,0,0,131,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,527
Ashland,CLEAR CREEK 2,ACX,Northeast,Cleveland,712,548,76.97%,0,0,0,83,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,429
Ashtabula,PRECINCT ASHTABULA 1-A,AAA,Northeast,Cleveland,769,581,75.55%,0,0,0,296,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,244
Ashtabula,PRECINCT ASHTABULA 1-B,AAB,Northeast,Cleveland,596,461,77.35%,0,0,0,225,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,202
Ashtabula,PRECINCT ASHTABULA 1-C,AAC,Northeast,Cleveland,682,414,60.70%,0,0,0,238,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,145
Ashtabula,PRECINCT ASHTABULA 1-D,AAE,Northeast,Cleveland,498,330,66.27%,0,0,0,176,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,136
Ashtabula,PRECINCT ASHTABULA 2-A,AAH,Northeast,Cleveland,835,481,57.60%,0,0,0,255,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,188
Ashtabula,PRECINCT ASHTABULA 2-B,AAI,Northeast,Cleveland,685,461,67.30%,0,0,0,250,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,176
Ashtabula,PRECINCT ASHTABULA 2-C,AAJ,Northeast,Cleveland,414,265,64.01%,0,0,0,137,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,109
Ashtabula,PRECINCT ASHTABULA 2-D,AAM,Northeast,Cleveland,349,211,60.46%,0,0,0,128,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,67
Ashtabula,PRECINCT ASHTABULA 3-A,AAN,Northeast,Cleveland,366,136,37.16%,0,0,0,83,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,41
