global_id,PRECINCT_shp,COUNTYGEOID10,COUNTYNAME10,PRECINCT_election_results,PRECINCTCODE_election_results,PRECINCT_misfit
6245,8716 SPFLD P,39061,Hamilton,SPRINGFIELD P,BLQ,
6246,8717 SPFLD Q,39061,Hamilton,SPRINGFIELD Q,BLS,
6247,8718 SPFLD R,39061,Hamilton,SPRINGFIELD R,BLU,
6248,8719 SPFLD S,39061,Hamilton,SPRINGFIELD S,BLW,
6249,8720 SPFLD T,39061,Hamilton,SPRINGFIELD T,BLY,
6250,8721 SPFLD U,39061,Hamilton,SPRINGFIELD U,BMA,
6251,8722 SPFLD V,39061,Hamilton,SPRINGFIELD V,BMC,
6252,8723 SPFLD W,39061,Hamilton,SPRINGFIELD W,BME,
6253,8724 SPFLD X,39061,Hamilton,SPRINGFIELD X,BMG,
6254,8725 SPFLD Y,39061,Hamilton,SPRINGFIELD Y,BMI,
6255,8726 SPFLD Z,39061,Hamilton,SPRINGFIELD Z,BMJ,
6256,8727 SPFLD AA,39061,Hamilton,SPRINGFIELD AA,BKN,
6257,8728 SPFLD BB,39061,Hamilton,SPRINGFIELD BB,BKP,
6258,8901 SYCAM A,39061,Hamilton,SYCAMORE A,BMK,
6259,8902 SYCAM B,39061,Hamilton,SYCAMORE B,BMM,
6260,8903 SYCAM C,39061,Hamilton,SYCAMORE C,BMO,
6261,8904 SYCAM D,39061,Hamilton,SYCAMORE D,BMP,
6262,8905 SYCAM E,39061,Hamilton,SYCAMORE E,BMQ,
6263,8906 SYCAM F,39061,Hamilton,SYCAMORE F,BMR,
6264,8907 SYCAM G,39061,Hamilton,SYCAMORE G,BMS,
6265,8908 SYCAM H,39061,Hamilton,SYCAMORE H,BMT,
6266,8909 SYCAM I,39061,Hamilton,SYCAMORE I,BMU,
6267,8910 SYCAM J,39061,Hamilton,SYCAMORE J,BMV,
6268,8911 SYCAM K,39061,Hamilton,SYCAMORE K,BMW,
6269,8912 SYCAM L,39061,Hamilton,SYCAMORE L,BMX,
6270,8913 SYCAM M,39061,Hamilton,SYCAMORE M,BMY,
6271,8914 SYCAM N,39061,Hamilton,SYCAMORE N,BMZ,
6272,9101 SYMM A,39061,Hamilton,SYMMES A,BNM,
6273,9102 SYMM B,39061,Hamilton,SYMMES B,BNN,
6274,9103 SYMM C,39061,Hamilton,SYMMES C,BNO,
6275,9104 SYMM D,39061,Hamilton,SYMMES D,BNP,
6276,9105 SYMM E,39061,Hamilton,SYMMES E,BNQ,
6277,9106 SYMM F,39061,Hamilton,SYMMES F,BNR,
6278,9107 SYMM G,39061,Hamilton,SYMMES G,BNS,
6279,9108 SYMM H,39061,Hamilton,SYMMES H,BNT,
6280,9109 SYMM I,39061,Hamilton,SYMMES I,BNU,
6281,9110 SYMM J,39061,Hamilton,SYMMES J,BNV,
6282,9111 SYMM K,39061,Hamilton,SYMMES K,BNW,
6283,9112 SYMM L,39061,Hamilton,SYMMES L,BNX,
6284,9301 TER PK A,39061,Hamilton,TERRACE PARK A,BOE,
6285,9302 TER PK B,39061,Hamilton,TERRACE PARK B,BOF,
6286,9501 WHWTR A,39061,Hamilton,WHITEWATER A,BOH,
6287,9502 WHWTR B,39061,Hamilton,WHITEWATER B,BOI,
6288,9503 WHWTR C,39061,Hamilton,WHITEWATER C,BOJ,
6289,9701 WOOD A,39061,Hamilton,WOODLAWN A,BOL,
6290,9702 WOOD B,39061,Hamilton,WOODLAWN B,BOM,
6975,ALLEN E,39063,Hancock,ALLEN E,ABP,
6976,ALLEN W,39063,Hancock,ALLEN W,ABQ,
6977,AMANDA,39063,Hancock,AMANDA,ABR,
6978,BIGLICK,39063,Hancock,BIGLICK,ABS,
6979,BLANCHARD,39063,Hancock,BLANCHARD,ABT,
6980,CASS,39063,Hancock,CASS,ABU,
6981,DELAWARE,39063,Hancock,DELAWARE,ABV,
6982,EAGLE,39063,Hancock,EAGLE,ABW,
6983,FINDLAY 1A,39063,Hancock,FINDLAY 1A,AAA,
6984,FINDLAY 1B,39063,Hancock,FINDLAY 1B,AAB,
6985,FINDLAY 1C,39063,Hancock,FINDLAY 1C,AAG,
6986,FINDLAY 1D,39063,Hancock,FINDLAY 1D,AAZ,
6987,FINDLAY 2A,39063,Hancock,FINDLAY 2A,AAJ,
6988,FINDLAY 2B,39063,Hancock,FINDLAY 2B,AAL,
6989,FINDLAY 2C,39063,Hancock,FINDLAY 2C,AAH,
6990,FINDLAY 2D,39063,Hancock,FINDLAY 2D,AAM,
6991,FINDLAY 2E,39063,Hancock,FINDLAY 2E,AAI,
6992,FINDLAY 3A,39063,Hancock,FINDLAY 3A,AAO,
6993,FINDLAY 3B,39063,Hancock,FINDLAY 3B,AAP,
6994,FINDLAY 3C,39063,Hancock,FINDLAY 3C,AAQ,
6995,FINDLAY 3D,39063,Hancock,FINDLAY 3D,AAR,
6996,FINDLAY 4A,39063,Hancock,FINDLAY 4A,AAU,
6997,FINDLAY 4B,39063,Hancock,FINDLAY 4B,AAV,
6998,FINDLAY 4C,39063,Hancock,FINDLAY 4C,AAW,
6999,FINDLAY 4D,39063,Hancock,FINDLAY 4D,AAX,
7000,FINDLAY 4E,39063,Hancock,FINDLAY 4E,ABM,
7001,FINDLAY 5A,39063,Hancock,FINDLAY 5A,ABA,
7002,FINDLAY 5B,39063,Hancock,FINDLAY 5B,ABB,
7003,FINDLAY 5C,39063,Hancock,FINDLAY 5C,ABC,
7004,FINDLAY 5D,39063,Hancock,FINDLAY 5D,ABD,
7005,FINDLAY 5E,39063,Hancock,FINDLAY 5E,ABE,
7006,FINDLAY 6A,39063,Hancock,FINDLAY 6A,ABG,
7007,FINDLAY 6B,39063,Hancock,FINDLAY 6B,ABH,
7008,FINDLAY 6C,39063,Hancock,FINDLAY 6C,ABI,
7009,FINDLAY 6D,39063,Hancock,FINDLAY 6D,ABJ,
7010,FINDLAY 7A,39063,Hancock,FINDLAY 7A,ACU,
7011,FINDLAY 7B,39063,Hancock,FINDLAY 7B,ACV,
7012,FINDLAY 7C,39063,Hancock,FINDLAY 7C,ACW,
7013,FINDLAY 7D,39063,Hancock,FINDLAY 7D,ACX,
7014,FINDLAY 7E,39063,Hancock,FINDLAY 7E,ACY,
7015,FOSTORIA N,39063,Hancock,FOSTORIA N,ABN,
7016,FOSTORIA S,39063,Hancock,FOSTORIA S,ABO,
7017,JACKSON,39063,Hancock,JACKSON,ABX,
7018,LIBERTY N,39063,Hancock,LIBERTY N,ABY,
7019,LIBERTY NE,39063,Hancock,LIBERTY NE,ABZ,
7020,LIBERTY NW,39063,Hancock,LIBERTY NW,ACA,
7021,LIBERTY SE,39063,Hancock,LIBERTY SE,ACB,
7022,LIBERTY SW,39063,Hancock,LIBERTY SW,ACC,
7023,MADISON E,39063,Hancock,MADISON E,ACD,
7024,MADISON W,39063,Hancock,MADISON W,ACE,
7025,MARION N,39063,Hancock,MARION N,ACS,
7026,MARION S,39063,Hancock,MARION S,ACH,
7027,MCCOMB,39063,Hancock,MCCOMB,ACK,
7028,ORANGE,39063,Hancock,ORANGE,ACI,
7029,PLEASANT,39063,Hancock,PLEASANT,ACJ,
7030,PORTAGE,39063,Hancock,PORTAGE,ACL,
7031,UNION E,39063,Hancock,UNION E,ACM,
7032,UNION W,39063,Hancock,UNION W,ACN,
7033,VAN BUREN,39063,Hancock,VAN BUREN,ACO,
7034,WASHINGTON,39063,Hancock,WASHINGTON,ACR,
518,Ada North,39065,Hardin,ADA NORTH,AAZ,
519,Ada South,39065,Hardin,ADA SOUTH,ABB,
520,Buck,39065,Hardin,BUCK,AAN,
521,Cessna,39065,Hardin,CESSNA,AAO,
522,Dudley,39065,Hardin,DUDLEY,AAP,
523,Dunkirk/Blanchard,39065,Hardin,DUNKIRK / BLANCHARD,AAM,
524,Goshen,39065,Hardin,GOSHEN,AAQ,
525,Jackson,39065,Hardin,FOREST / JACKSON,AAV,
526,Kenton 1,39065,Hardin,KENTON 1,AAA,
527,Kenton 2,39065,Hardin,KENTON 2,AAD,
528,Kenton 3,39065,Hardin,KENTON 3,AAG,
529,Kenton 4,39065,Hardin,KENTON 4,AAJ,
530,Liberty,39065,Hardin,LIBERTY,AAX,
531,Lynn,39065,Hardin,LYNN,ABD,
532,Marion,39065,Hardin,ALGER / MCGUFFEY / MARION,ABE,
533,McDonald,39065,Hardin,MCDONALD,ABH,
534,Hale,39065,Hardin,MOUNT VICTORY / RIDGEWAY / HALE,AAS,
535,Pleasant,39065,Hardin,PLEASANT,ABI,
536,Roundhead,39065,Hardin,ROUNDHEAD,ABK,
537,Taylor Creek,39065,Hardin,TAYLOR CREEK,ABL,
538,Washington,39065,Hardin,WASHINGTON,ABM,
756,Archer Township,39067,Harrison,ARCHER TWP,AAA,
757,Athens Township,39067,Harrison,ATHENS TWP/VIL,AAB,
758,Cadiz Township,39067,Harrison,CADIZ TWP/VIL NE,AAE,
759,Cadiz Village,39067,Harrison,CADIZ VIL SW,AAG,
760,Franklin Township,39067,Harrison,FRANKLIN TWP/VIL,AAL,
761,Freeport Township,39067,Harrison,FREEPORT TWP/VIL,AAM,
762,German Township,39067,Harrison,GERMAN TWP,AAO,
763,Green Township,39067,Harrison,GREEN TWP/VIL,AAS,
764,Monroe Township,39067,Harrison,MONROE TWP/VIL,AAU,
765,Moorefield Township,39067,Harrison,MOOREFIELD TWP,AAV,
766,North Township,39067,Harrison,NORTH TWP/VIL,AAX,
767,Nottingham Township,39067,Harrison,NOTTINGHAM TWP,ABA,
768,Rumley Township,39067,Harrison,RUMLEY TWP/VIL,ABB,
769,Short Creek Township,39067,Harrison,SHORTCREEK TWP/VIL,ABF,
770,Stock Township,39067,Harrison,STOCK TWP,ABH,
771,Washington Township,39067,Harrison,WASHINGTON TWP,ABI,
189,Bartlow Township,39069,Henry,BARTLOW TWP 8.0,AAJ,
190,Damascus,39069,Henry,DAMASCUS TWP 9.0,AAK,
191,Deshler Village,39069,Henry,DESHLER VILLAGE 7.0,AAL,
192,"Florida Village & 
 Flatrock Township",39069,Henry,,,"FLATROCK TWP 10.0, AAO"
193,"Florida Village & 
 Flatrock Township",39069,Henry,,,"FLATROCK TWP 10.0, AAO"
194,Freedom Township,39069,Henry,FREEDOM TWP 11.0,AAP,
195,Hamler Village & Marion Twp,39069,Henry,,,
196,Harrison Township,39069,Henry,HARRISON TWP 12.0,AAQ,
197,Holgate Village,39069,Henry,HOLGATE VILLAGE 19.0,AAS,
198,Liberty Center Village,39069,Henry,LIBERTY CENTER VILLAGE 13.0,AAV,
199,Hamler Village & Marion Township,39069,Henry,,,"MARION TWP 15.0, AAW"
200,Napoleon Township,39069,Henry,NAPOLEON EAST TWP 17.0,ABA,
201,Hamler Village & Marion Township,39069,Henry,,,"MARION TWP 15.0, AAW"
202,"McClure Village & 
 Damascus Township",39069,Henry,DAMASCUS TWP 9.0,AAK,
203,Monroe Township,39069,Henry,MONROE TWP 16.0,AAY,
204,Napoleon,39069,Henry,NAPOLEON CITY 1.0,AAA,
205,Napoleon,39069,Henry,NAPOLEON CITY 2.0,AAB,
206,Napoleon,39069,Henry,NAPOLEON CITY 3.0,AAC,
207,Napoleon,39069,Henry,NAPOLEON CITY 4.0,AAE,
208,Napoleon,39069,Henry,NAPOLEON CITY 5.0,AAH,
209,Napoleon,39069,Henry,NAPOLEON CITY 6.0,AAI,
210,Napoleon Township,39069,Henry,NAPOLEON WEST TWP 18.0,ABB,
211,Napoleon,39069,Henry,,,
212,New Bavaria Village & Pleasant Township,39069,Henry,,,"PLEASANT TWP 20.0, ABC"
213,New Bavaria Village & Pleasant Township,39069,Henry,,,"PLEASANT TWP 20.0, ABC"
214,Richfield Township,39069,Henry,RICHFIELD TWP 21.0,ABD,
215,Ridgeville Township,39069,Henry,RIDGEVILLE TWP 22.0,ABE,
216,Washington Township,39069,Henry,WASHINGTON TWP 23.0,ABF,
14261,Brushcreek,39071,Highland,BRUSHCREEK,AAQ,
14245,Clay,39071,Highland,CLAY,AAS,
14246,Concord,39071,Highland,CONCORD,AAT,
14274,Dodson,39071,Highland,DODSON,AAU,
14256,Fairfield East,39071,Highland,FAIRFIELD E,AAX,
14257,Fairfield West,39071,Highland,FAIRFIELD W,AAY,
14268,Greenfield North,39071,Highland,GREENFIELD N,AAB,
14269,Greenfield South,39071,Highland,GREENFIELD S,AAF,
14247,Hamer,39071,Highland,HAMER,ABB,
14266,Hillsboro Northeast,39071,Highland,HILLSBORO NE,AAI,
14270,Hillsboro Northwest,39071,Highland,HILLSBORO NW,AAJ,
14267,Hillsboro Southeast,39071,Highland,HILLSBORO SE,AAL,
14271,Hillsboro Southwest A,39071,Highland,HILLSBORO SW-A,AAN,
14272,Hillsboro Southwest B,39071,Highland,HILLSBORO SW-B,AAO,
14248,Jackson,39071,Highland,JACKSON,ABC,
14244,Leesburg,39071,Highland,LEESBURG,AAZ,
14263,Liberty Northeast,39071,Highland,LIBERTY NE,ABD,
14262,Liberty Northwest,39071,Highland,LIBERTY NW,ABE,
14264,Liberty South,39071,Highland,LIBERTY S,ABF,
14273,Lynchburg,39071,Highland,LYNCHBURG,AAV,
14255,Madison,39071,Highland,MADISON,ABG,
14249,Marshall,39071,Highland,MARSHALL,ABI,
14265,New Market,39071,Highland,NEW MARKET,ABJ,
14258,Paint North,39071,Highland,PAINT N,ABL,
14260,Paint Southeast,39071,Highland,PAINT SE,ABM,
14259,Paint Southwest,39071,Highland,PAINT SW,ABN,
14250,Penn,39071,Highland,PENN,ABO,
14251,Salem,39071,Highland,SALEM,ABP,
14252,Union,39071,Highland,UNION,ABQ,
14253,Washington,39071,Highland,WASHINGTON,ABR,
14254,Whiteoak,39071,Highland,WHITEOAK,ABT,
2468,BENTON,39073,Hocking,PRECINCT BENTON,AAL,
2491,CARBON HILL,39073,Hocking,PRECINCT CARBON HILL,ABD,
2469,FALLS 1,39073,Hocking,PRECINCT FALLS 1,AAM,
2470,FALLS 2,39073,Hocking,PRECINCT FALLS 2,AAN,
2471,FALLS 3,39073,Hocking,PRECINCT FALLS 3,AAO,
2472,FALLS 4,39073,Hocking,PRECINCT FALLS 4,AAP,
2473,FALLS 5,39073,Hocking,PRECINCT FALLS 5,AAQ,
2479,GOOD HOPE,39073,Hocking,PRECINCT GOOD HOPE,AAR,
2480,GREEN 1,39073,Hocking,PRECINCT GREEN 1,AAT,
2481,GREEN 2,39073,Hocking,PRECINCT GREEN 2,AAU,
2485,HIDE-A-WAY HILLS,39073,Hocking,PRECINCT HIDE AWAY HILLS,ABG,
2482,LAUREL,39073,Hocking,PRECINCT LAUREL,AAV,
2488,LAURELVILLE,39073,Hocking,PRECINCT LAURELVILLE,AAY,
2475,LOGAN 1,39073,Hocking,PRECINCT LOGAN 1,AAB,
2476,LOGAN 2,39073,Hocking,PRECINCT LOGAN 2,AAE,
2477,LOGAN 3,39073,Hocking,PRECINCT LOGAN 3,AAG,
2478,LOGAN 4,39073,Hocking,PRECINCT LOGAN 4,AAJ,
2483,MARION 1,39073,Hocking,PRECINCT MARION 1,AAW,
2484,MARION 2,39073,Hocking,PRECINCT MARION 2,AAX,
2492,MURRAY CITY,39073,Hocking,PRECINCT MURRAY CITY,ABE,
2486,PERRY 1,39073,Hocking,PRECINCT PERRY 1,AAZ,
2487,PERRY 2,39073,Hocking,PRECINCT PERRY 2,ABH,
2489,SALT CREEK,39073,Hocking,PRECINCT SALTCREEK,ABA,
2490,STARR,39073,Hocking,PRECINCT STARR,ABB,
2493,WASHINGTON,39073,Hocking,PRECINCT WASHINGTON,ABF,
2474,WEST LOGAN,39073,Hocking,PRECINCT WEST LOGAN,ABJ,
22923,PRECINCT BERLIN NORTH,39075,Holmes,PRECINCT BERLIN NORTH,AAA,
22924,PRECINCT BERLIN SOUTH,39075,Holmes,PRECINCT BERLIN SOUTH,AAB,
22925,PRECINCT CLARK TOWNSHIP,39075,Holmes,PRECINCT CLARK TOWNSHIP,AAC,
22926,PRECINCT HARDY TOWNSHIP,39075,Holmes,PRECINCT HARDY TOWNSHIP,AAD,
22927,PRECINCT KILLBUCK TOWNSHIP,39075,Holmes,PRECINCT MILLERSBURG EAST,AAF,
22928,PRECINCT KNOX TOWNSHIP,39075,Holmes,PRECINCT MILLERSBURG WEST,AAH,
22929,PRECINCT MECHANIC TOWNSHIP,39075,Holmes,PRECINCT KILLBUCK TOWNSHIP,AAJ,
22930,PRECINCT MILLERSBURG EAST,39075,Holmes,PRECINCT KNOX TOWNSHIP,AAL,
22931,PRECINCT MILLERSBURG WEST,39075,Holmes,PRECINCT MECHANIC TOWNSHIP,AAM,
22932,PRECINCT MONROE TOWNSHIP,39075,Holmes,PRECINCT MONROE TOWNSHIP,AAO,
22933,PRECINCT PAINT TOWNSHIP,39075,Holmes,PRECINCT PAINT TOWNSHIP,AAP,
22934,PRECINCT PRAIRIE TOWNSHIP,39075,Holmes,PRECINCT PRAIRIE TOWNSHIP,AAR,
22935,PRECINCT RICHLAND TOWNSHIP,39075,Holmes,PRECINCT RICHLAND TOWNSHIP,AAT,
22936,PRECINCT RIPLEY TOWNSHIP,39075,Holmes,PRECINCT RIPLEY TOWNSHIP,AAU,
22937,PRECINCT SALTCREEK TOWNSHIP,39075,Holmes,PRECINCT SALTCREEK TOWNSHIP,AAW,
22938,PRECINCT WALNUT CREEK TOWNSHIP,39075,Holmes,PRECINCT WALNUT CREEK TOWNSHIP,AAX,
22939,PRECINCT WASHINGTON TOWNSHIP,39075,Holmes,PRECINCT WASHINGTON TOWNSHIP,AAY,
46,GREENWICH VILLAGE,39077,Huron,GREENWICH VILLAGE,ABQ,
47,HARTLAND TWP,39077,Huron,HARTLAND TWP,ABS,
48,LYME TWP,39077,Huron,LYME TWP,ABT,
49,MONROEVILLE VILLAGE,39077,Huron,MONROEVILLE VILLAGE,ACI,
50,NEW HAVEN TWP,39077,Huron,NEW HAVEN TWP,ABU,
51,NEW LONDON TWP,39077,Huron,NEW LONDON TWP,ABX,
52,NEW LONDON VLG 1,39077,Huron,NEW LONDON VILL 1,ABY,
53,NEW LONDON VLG 2,39077,Huron,NEW LONDON VILL 2,ABZ,
54,NORWALK 1A,39077,Huron,NORWALK 1-A,AAG,
55,NORWALK 1B,39077,Huron,NORWALK 1-B,AAH,
56,BELLEVUE 3,39077,Huron,BELLEVUE 3,AAA,
57,NORWALK 1C,39077,Huron,NORWALK 1-C,AAI,
58,NORWALK 2A,39077,Huron,NORWALK 2-A,AAL,
59,NORWALK 2B,39077,Huron,NORWALK 2-B,AAM,
60,NORWALK 2C,39077,Huron,NORWALK 2-C,AAN,
61,NORWALK 3A,39077,Huron,NORWALK 3-A,AAQ,
62,NORWALK 3B,39077,Huron,NORWALK 3-B,AAR,
63,NORWALK 3C,39077,Huron,NORWALK 3-C,AAS,
64,NORWALK 4A,39077,Huron,NORWALK 4-A,AAV,
65,NORWALK 4B,39077,Huron,NORWALK 4-B,AAW,
66,NORWALK 4C,39077,Huron,NORWALK 4-C,AAX,
67,BELLEVUE 4,39077,Huron,BELLEVUE 4,AAD,
68,NORWALK TWP NORTH,39077,Huron,NORWALK TWP NORTH,ACB,
69,NORWALK TWP SOUTH DIS,39077,Huron,NORWALK TWP SOUTH,ACD,
70,NORWALK MILAN,39077,Huron,NORWALK-MILAN TWP,ACC,
71,NORWICH TWP,39077,Huron,NORWICH TWP,ACE,
72,PERU TWP,39077,Huron,PERU TWP,ACF,
73,PLYMOUTH VILLAGE,39077,Huron,PLYMOUTH VILLAGE,ABW,
74,RICHMOND TWP,39077,Huron,RICHMOND TWP,ACG,
75,RIDGEFIELD TWP,39077,Huron,RIDGEFIELD TWP,ACH,
76,RIPLEY TWP,39077,Huron,RIPLEY TWP,ACK,
77,SHERMAN TWP,39077,Huron,SHERMAN TWP,ACL,
78,BRONSON TWP 1,39077,Huron,BRONSON TWP 1,ABI,
79,TOWNSEND TWP,39077,Huron,TOWNSEND TWP,ACM,
80,WAKEMAN TWP,39077,Huron,WAKEMAN TWP,ACO,
81,WAKEMAN VILLAGE,39077,Huron,WAKEMAN VILLAGE,ACQ,
82,WILLARD 1,39077,Huron,WILLARD 1,ABA,
83,WILLARD 2,39077,Huron,WILLARD 2,ABC,
84,WILLARD 3,39077,Huron,WILLARD 3,ABE,
85,WILLARD 4,39077,Huron,WILLARD 4,ABG,
86,BRONSON TWP 2,39077,Huron,BRONSON TWP 2,ABJ,
87,CLARKSFIELD TWP,39077,Huron,CLARKSFIELD TWP,ABK,
88,FAIRFIELD TWP VLG,39077,Huron,FAIRFIELD TWP/VILL,ABL,
89,FITCHVILLE TWP,39077,Huron,FITCHVILLE TWP,ABN,
90,GREENFIELD TWP,39077,Huron,GREENFIELD TWP,ABO,
91,GREENWICH TWP,39077,Huron,GREENWICH TWP,ABP,
2987,concord a,39085,Lake,PRECINCT CONCORD TWP A,AFJ,
2988,concord b,39085,Lake,PRECINCT CONCORD TWP B,AFK,
2989,concord c,39085,Lake,PRECINCT CONCORD TWP C,AFL,
2990,concord d,39085,Lake,PRECINCT CONCORD TWP D,AFM,
2991,concord e,39085,Lake,PRECINCT CONCORD TWP E,AFN,
2992,concord f,39085,Lake,PRECINCT CONCORD TWP F,AFO,
2993,concord g,39085,Lake,PRECINCT CONCORD TWP G,AFP,
2994,concord h,39085,Lake,PRECINCT CONCORD TWP H,AFQ,
2995,concord i,39085,Lake,PRECINCT CONCORD TWP I,AFR,
2996,concord j,39085,Lake,PRECINCT CONCORD TWP J,AFS,
2997,concord k,39085,Lake,PRECINCT CONCORD TWP K,AHX,
2998,concord l,39085,Lake,PRECINCT CONCORD TWP L,AHY,
2999,concord m,39085,Lake,PRECINCT CONCORD TWP M,AHZ,
3000,concord n,39085,Lake,PRECINCT CONCORD TWP N,AIA,
3001,eastlake 1a,39085,Lake,PRECINCT EASTLAKE CITY 1A,AAA,
3002,eastlake 1b,39085,Lake,PRECINCT EASTLAKE CITY 1B,AAB,
3003,eastlake 1c,39085,Lake,PRECINCT EASTLAKE CITY 1C,AAC,
3004,eastlake 2a,39085,Lake,PRECINCT EASTLAKE CITY 2A,AAE,
3005,eastlake 2b,39085,Lake,PRECINCT EASTLAKE CITY 2B,AAF,
3006,eastlake 2c,39085,Lake,PRECINCT EASTLAKE CITY 2C,AAG,
3007,eastlake 3a,39085,Lake,PRECINCT EASTLAKE CITY 3A,AAI,
3008,eastlake 3b,39085,Lake,PRECINCT EASTLAKE CITY 3B,AAJ,
3009,eastlake 3c,39085,Lake,PRECINCT EASTLAKE CITY 3C,AAK,
3010,eastlake 4a,39085,Lake,PRECINCT EASTLAKE CITY 4A,AAN,
3011,eastlake 4b,39085,Lake,PRECINCT EASTLAKE CITY 4B,AAO,
3012,eastlake 4c,39085,Lake,PRECINCT EASTLAKE CITY 4C,AAP,
3013,fairport harbor aa,39085,Lake,PRECINCT FAIRPORT HBR AA,AGT,
3014,fairport harbor bb,39085,Lake,PRECINCT FAIRPORT HBR BB,AGU,
3015,grand river aa,39085,Lake,PRECINCT GRAND RIVER AA,AGY,
3016,kirtland 1a,39085,Lake,PRECINCT KIRTLAND 1A,AAS,
3017,kirtland 2a,39085,Lake,PRECINCT KIRTLAND 2A,AAT,
3018,kirtland 3a,39085,Lake,PRECINCT KIRTLAND 3A,AAU,
3019,kirtland 4a,39085,Lake,PRECINCT KIRTLAND 4A,AAV,
,,39085,Lake,PRECINCT KIRTLAND HILLS AA,AFT,
3020,lakeline aa,39085,Lake,PRECINCT LAKELINE VILLAGE AA,AFU,
3021,leroy a,39085,Lake,PRECINCT LEROY TWP A,AFV,
3022,leroy b,39085,Lake,PRECINCT LEROY TWP B,AFW,
3023,madison a,39085,Lake,PRECINCT MADISON TWP A,AFX,
3024,madison b,39085,Lake,PRECINCT MADISON TWP B,AFY,
3025,madison c,39085,Lake,PRECINCT MADISON TWP C,AFZ,
3026,madison d,39085,Lake,PRECINCT MADISON TWP D,AGA,
3027,madison e,39085,Lake,PRECINCT MADISON TWP E,AGB,
3028,madison f,39085,Lake,PRECINCT MADISON TWP F,AGC,
3029,madison g,39085,Lake,PRECINCT MADISON TWP G,AGD,
3030,madison h,39085,Lake,PRECINCT MADISON TWP H,AGE,
3031,madison i,39085,Lake,PRECINCT MADISON TWP I,AGF,
3032,madison j,39085,Lake,PRECINCT MADISON TWP J,AGG,
3033,madison vil aa,39085,Lake,PRECINCT MADISON VILLAGE AA,AGH,
3034,madison vil bb,39085,Lake,PRECINCT MADISON VILLAGE BB,AGI,
3035,mentor 1a,39085,Lake,PRECINCT MENTOR CITY 1A,AAW,
3036,mentor 1b,39085,Lake,PRECINCT MENTOR CITY 1B,AAX,
3037,mentor 1c,39085,Lake,PRECINCT MENTOR CITY 1C,AAY,
3038,mentor 1d,39085,Lake,PRECINCT MENTOR CITY 1D,AHK,
3039,mentor 1e,39085,Lake,PRECINCT MENTOR CITY 1E,AAZ,
3040,mentor 1f,39085,Lake,PRECINCT MENTOR CITY 1F,ABA,
3041,mentor 1g,39085,Lake,PRECINCT MENTOR CITY 1G,ABB,
3042,mentor 1h,39085,Lake,PRECINCT MENTOR CITY 1H,ABC,
3043,mentor 1i,39085,Lake,PRECINCT MENTOR CITY 1I,ABD,
3044,mentor 2a,39085,Lake,PRECINCT MENTOR CITY 2A,ABF,
3045,mentor 2b,39085,Lake,PRECINCT MENTOR CITY 2B,ABG,
3046,mentor 2c,39085,Lake,PRECINCT MENTOR CITY 2C,ABH,
3047,mentor 2d,39085,Lake,PRECINCT MENTOR CITY 2D,ABI,
3048,mentor 2e,39085,Lake,PRECINCT MENTOR CITY 2E,ABJ,
3049,mentor 2f,39085,Lake,PRECINCT MENTOR CITY 2F,ABK,
3050,mentor 2g,39085,Lake,PRECINCT MENTOR CITY 2G,ABL,
3051,mentor 2h,39085,Lake,PRECINCT MENTOR CITY 2H,ABM,
3052,mentor 2i,39085,Lake,,,
3053,mentor 3a,39085,Lake,PRECINCT MENTOR CITY 3A,ABQ,
3054,mentor 3b,39085,Lake,PRECINCT MENTOR CITY 3B,ABR,
3055,mentor 3c,39085,Lake,PRECINCT MENTOR CITY 3C,ABS,
3056,mentor 3d,39085,Lake,PRECINCT MENTOR CITY 3D,ABT,
3057,mentor 3e,39085,Lake,PRECINCT MENTOR CITY 3E,ABU,
3058,mentor 3f,39085,Lake,PRECINCT MENTOR CITY 3F,ABV,
3059,mentor 3g,39085,Lake,PRECINCT MENTOR CITY 3G,ABW,
3060,mentor 3h,39085,Lake,PRECINCT MENTOR CITY 3H,ABX,
3061,mentor 4a,39085,Lake,PRECINCT MENTOR CITY 4A,ABY,
3062,mentor 4b,39085,Lake,PRECINCT MENTOR CITY 4B,ABZ,
3063,mentor 4c,39085,Lake,PRECINCT MENTOR CITY 4C,ACA,
3064,mentor 4d,39085,Lake,PRECINCT MENTOR CITY 4D,ACB,
3065,mentor 4e,39085,Lake,PRECINCT MENTOR CITY 4E,ACC,
3066,mentor 4f,39085,Lake,PRECINCT MENTOR CITY 4F,ACD,
3067,mentor 4g,39085,Lake,PRECINCT MENTOR CITY 4G,ACE,
3068,mentor 4h,39085,Lake,PRECINCT MENTOR CITY 4H,ACF,
3069,mentor 4i,39085,Lake,PRECINCT MENTOR CITY 4I,AHR,
3070,mentor on the lake 1a,39085,Lake,MENTOR-ON-THE-LAKE CITY 1A,ACG,
3071,mentor on the lake 2a,39085,Lake,MENTOR-ON-THE-LAKE CITY 2A,ACH,
3072,mentor on the lake 3a,39085,Lake,MENTOR-ON-THE-LAKE CITY 3A,ACI,
3073,mentor on the lake 4a,39085,Lake,MENTOR-ON-THE-LAKE CITY 4A,ACJ,
3074,north perry aa,39085,Lake,PRECINCT NORTH PERRY AA,AHC,
3075,painesille 3c,39085,Lake,PRECINCT PAINESVILLE CITY 3C,ACV,
